chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr19	12784538	12786101	-	AC018761.3	19	78693	0	1563	19748	1811025142	0	1563	5283	1811039607	0	1563	685	1811044205	1	1562	9782	1811035108	0	1563	3638	1811041252	0	1563	1898	1811042992	1	1562	22993	1811021897	0	1563	18136	1811026754	1	1562	15255	1811029635	3.57492634412174	15.6167799215764	15.6167799215764	7.75632298567475e-05	0.000268431087196165
chr19	40777270	40808418	+	RAB4B-EGLN2	19	80579	3	31145	19745	1810995560	0	31148	5283	1811010022	0	31148	685	1811014620	1	31147	9782	1811005523	0	31148	3638	1811011667	0	31148	1898	1811013407	2	31146	22992	1810992313	2	31146	18134	1810997171	1	31147	15255	1811000050	1.68120237971536	15.6115408330224	15.6115408330224	7.77784261483117e-05	0.000269132248017972
chr1	156009359	156021889	-	SSR2	1	5453	1	12529	19747	1811014176	0	12530	5283	1811028640	0	12530	685	1811033238	2	12528	9781	1811024142	0	12530	3638	1811030285	0	12530	1898	1811032025	1	12529	22993	1811010930	1	12529	18135	1811015788	1	12529	15255	1811018668	2.18636884253962	15.5836884803139	15.5836884803139	7.89325910766081e-05	0.000273037505833558
chr12	48903502	48958365	-	AC073610.2	12	54646	1	54862	19747	1810971843	2	54861	5281	1810986309	0	54863	685	1810990905	3	54860	9780	1810981810	0	54863	3638	1810987952	0	54863	1898	1810989692	5	54858	22989	1810968601	1	54862	18135	1810973455	0	54863	15256	1810976334	1.40280280851796	15.5679715825245	15.5679715825245	7.95914676298137e-05	0.000275227526921222
chr6	27837600	27855709	+	H2BC15	6	29219	2	18107	19746	1811008598	0	18109	5283	1811023061	0	18109	685	1811027659	0	18109	9783	1811018561	1	18108	3637	1811024707	1	18108	1897	1811026447	1	18108	22993	1811005351	1	18108	18135	1811010209	1	18108	15255	1811013089	1.97222993410837	15.558600673452	15.558600673452	7.99869407305254e-05	0.000276505575568538
chr12	56307867	56309449	+	AC073896.3	12	55375	0	1582	19748	1811025123	1	1581	5282	1811039589	0	1582	685	1811044186	0	1582	9783	1811035088	0	1582	3638	1811041233	0	1582	1898	1811042973	1	1581	22993	1811021878	1	1581	18135	1811026736	0	1582	15256	1811029615	3.56284014261707	15.5463182721287	15.5463182721287	8.05082805828139e-05	0.000278262767908927
chr17	78261348	78279492	-	LINC01993	17	75080	1	18143	19747	1811008562	0	18144	5283	1811023026	0	18144	685	1811027624	1	18143	9782	1811018527	0	18144	3638	1811024671	0	18144	1898	1811026411	2	18142	22992	1811005317	2	18142	18134	1811010175	1	18143	15255	1811013054	1.97029891467302	15.5353330797516	15.5353330797516	8.09774545358355e-05	0.000279793866602069
chr7	26200764	26213356	+	CBX3	7	33613	0	12592	19748	1811014113	1	12591	5282	1811028579	0	12592	685	1811033176	2	12590	9781	1811024080	0	12592	3638	1811030223	0	12592	1898	1811031963	1	12591	22993	1811010868	2	12590	18134	1811015727	0	12592	15256	1811018605	2.18143254585448	15.5311279012822	15.5311279012822	8.11577835265753e-05	0.000280371602362544
chr10	6427147	6581276	-	PRKCQ	10	44354	5	154124	19743	1810872581	2	154127	5281	1810887043	0	154129	685	1810891639	4	154125	9779	1810882545	1	154128	3637	1810888687	0	154129	1898	1810890426	3	154126	22991	1810869333	4	154125	18132	1810874192	3	154126	15253	1810877071	0.976024591427837	15.5224408935755	15.5224408935755	8.15315854297838e-05	0.000281617424163949
chr12	56342935	56361126	-	STAT2	12	55385	2	18189	19746	1811008516	0	18191	5283	1811022979	0	18191	685	1811027577	0	18191	9783	1811018479	0	18191	3638	1811024624	0	18191	1898	1811026364	0	18191	22994	1811005268	1	18190	18135	1811010127	4	18187	15252	1811013010	1.96771171963083	15.5041681849398	15.5041681849398	8.23235236101505e-05	0.00028416909999646
chr12	122751823	122770070	+	DENR	12	57410	1	18246	19747	1811008459	0	18247	5283	1811022923	1	18246	684	1811027522	0	18247	9783	1811018423	0	18247	3638	1811024568	0	18247	1898	1811026308	3	18244	22991	1811005215	1	18246	18135	1811010071	1	18246	15255	1811012951	1.96463779951505	15.4671610193327	15.4671610193327	8.39512023675937e-05	0.00028960047481246
chr17	64039141	64131144	-	ERN1	17	74318	2	92001	19746	1810934704	1	92002	5282	1810949168	1	92002	684	1810953766	0	92003	9783	1810944667	2	92001	3636	1810950814	1	92002	1897	1810952553	4	91999	22990	1810931460	3	92000	18133	1810936317	2	92001	15254	1810939196	1.17351686597174	15.4479672121815	15.4479672121815	8.48081122828415e-05	0.000292462061837875
chr5	149496053	149551299	-	CSNK1A1	5	27402	3	55243	19745	1810971462	0	55246	5283	1810985924	1	55245	684	1810990523	0	55246	9783	1810981424	0	55246	3638	1810987569	0	55246	1898	1810989309	5	55241	22989	1810968218	2	55244	18134	1810973073	1	55245	15255	1810975952	1.39584560271992	15.4422059087083	15.4422059087083	8.50670396069786e-05	0.000293213007788726
chr16	88938788	88951524	+	AC092384.1	16	70297	2	12734	19746	1811013971	0	12736	5283	1811028434	0	12736	685	1811033032	1	12735	9782	1811023935	0	12736	3638	1811030079	0	12736	1898	1811031819	0	12736	22994	1811010723	3	12733	18133	1811015584	0	12736	15256	1811018461	2.17006074476522	15.4101620716974	15.4101620716974	8.65217526759832e-05	0.00029798682937262
chr6	31765589	31778328	-	VWA7	6	29654	2	12737	19746	1811013968	0	12739	5283	1811028431	0	12739	685	1811033029	0	12739	9783	1811023931	0	12739	3638	1811030076	1	12738	1897	1811031817	1	12738	22993	1811010721	1	12738	18135	1811015579	1	12738	15255	1811018459	2.16982520251907	15.407660852652	15.407660852652	8.6636349672431e-05	0.000298333421990464
chr19	54190307	54194532	+	TSEN34	19	82190	2	4223	19746	1811022482	0	4225	5283	1811036945	0	4225	685	1811041543	1	4224	9782	1811032446	0	4225	3638	1811038590	0	4225	1898	1811040330	1	4224	22993	1811019235	0	4225	18136	1811024092	0	4225	15256	1811026972	2.86806273996015	15.3983340747654	15.3983340747654	8.70650177331456e-05	0.000299746393890055
chr11	72085894	72104246	-	LAMTOR1	11	50969	0	18352	19748	1811008353	1	18351	5282	1811022819	0	18352	685	1811027416	2	18350	9781	1811018320	0	18352	3638	1811024463	0	18352	1898	1811026203	2	18350	22992	1811005109	2	18350	18134	1811009967	0	18352	15256	1811012845	1.95889953539576	15.3981231823564	15.3981231823564	8.70747351933154e-05	0.000299746393890055
chr9	125260842	125363105	+	GAPVD1	9	43238	2	102261	19746	1810924444	2	102261	5281	1810938909	0	102263	685	1810943505	0	102263	9783	1810934407	1	102262	3637	1810940553	2	102261	1896	1810942294	6	102257	22988	1810921202	1	102262	18135	1810926055	3	102260	15253	1810928937	1.12841822631987	15.3651894484647	15.3651894484647	8.86057199370738e-05	0.000304575035053966
chr1	197552254	197776192	-	DENND1B	1	6755	5	223933	19743	1810802772	1	223937	5282	1810817233	0	223938	685	1810821830	4	223934	9779	1810812736	1	223937	3637	1810818878	0	223938	1898	1810820617	8	223930	22986	1810799529	7	223931	18129	1810804386	2	223936	15254	1810807261	0.843627812412694	15.3286202787422	15.3286202787422	9.033746370124e-05	0.000310078809141268
chr3	130893640	131016669	+	ATP2C1	3	18147	5	123024	19743	1810903681	0	123029	5283	1810918141	0	123029	685	1810922739	3	123026	9780	1810913644	0	123029	3638	1810919786	0	123029	1898	1810921526	2	123027	22992	1810900432	8	123021	18128	1810905296	1	123028	15255	1810908169	1.05477902792682	15.3140851273201	15.3140851273201	9.10352022165384e-05	0.000312373400636065
chr17	1633857	1646732	-	SCARF1	17	70525	3	12872	19745	1811013833	0	12875	5283	1811028295	0	12875	685	1811032893	1	12874	9782	1811023796	0	12875	3638	1811029940	0	12875	1898	1811031680	1	12874	22993	1811010585	1	12874	18135	1811015443	0	12875	15256	1811018322	2.15920510754298	15.2948543685488	15.2948543685488	9.19666872374325e-05	0.000315164748388488
chr19	43554691	43594036	-	L34079.1	19	80830	2	39343	19746	1810987362	2	39343	5281	1811001827	0	39345	685	1811006423	0	39345	9783	1810997325	0	39345	3638	1811003470	0	39345	1898	1811005210	2	39343	22992	1810984116	2	39343	18134	1810988974	2	39343	15254	1810991854	1.55294473740725	15.2905026520602	15.2905026520602	9.21787996251977e-05	0.00031584098967152
chr1	43171329	43254355	+	CFAP57	1	2234	4	83022	19744	1810943683	0	83026	5283	1810958144	0	83026	685	1810962742	3	83023	9780	1810953647	0	83026	3638	1810959789	0	83026	1898	1810961529	3	83023	22991	1810940436	2	83024	18134	1810945293	3	83023	15253	1810948174	1.21164139771129	15.279153265059	15.279153265059	9.27343131544855e-05	0.000317642524714956
chr17	7887788	7912755	+	CHD3	17	71166	1	24966	19747	1811001739	1	24966	5282	1811016204	0	24967	685	1811020801	0	24967	9783	1811011703	0	24967	3638	1811017848	1	24966	1897	1811019589	2	24965	22992	1810998494	1	24966	18135	1811003351	2	24965	15254	1811006232	1.78461223382956	15.2388773732819	15.2388773732819	9.47330116940481e-05	0.00032412494169203
chr17	59219521	59275505	+	GDPD1	17	74045	6	55978	19742	1810970727	1	55983	5282	1810985187	0	55984	685	1810989784	0	55984	9783	1810980686	0	55984	3638	1810986831	0	55984	1898	1810988571	3	55981	22991	1810967478	1	55983	18135	1810972334	1	55983	15255	1810975214	1.38257477355054	15.203113168478	15.203113168478	9.65441291130853e-05	0.000329793510273268
chr14	34995709	35008697	+	SRP54	14	60610	0	12988	19748	1811013717	0	12988	5283	1811028182	0	12988	685	1811032780	1	12987	9782	1811023683	0	12988	3638	1811029827	1	12987	1897	1811031568	1	12987	22993	1811010472	1	12987	18135	1811015330	2	12986	15254	1811018211	2.15046604446878	15.2021452537738	15.2021452537738	9.65936261063671e-05	0.000329909847988291
chr6	31722372	31726714	+	MPIG6B	6	29633	1	4341	19747	1811022364	0	4342	5283	1811036828	0	4342	685	1811041426	0	4342	9783	1811032328	0	4342	3638	1811038473	0	4342	1898	1811040213	1	4341	22993	1811019118	1	4341	18135	1811023976	1	4341	15255	1811026856	2.84074313340574	15.1923787822016	15.1923787822016	9.70944926892425e-05	0.000331461579372271
chr9	128161250	128200965	-	CIZ1	9	43392	3	39712	19745	1810986993	1	39714	5282	1811001456	0	39715	685	1811006053	0	39715	9783	1810996955	1	39714	3637	1811003101	0	39715	1898	1811004840	4	39711	22990	1810983748	1	39714	18135	1810988603	0	39715	15256	1810991482	1.54358412408547	15.1431017308496	15.1431017308496	9.9661776992499e-05	0.000339683073695761
chr18	2688563	2833923	-	AP001011.2	18	75623	4	145356	19744	1810881349	4	145356	5279	1810895814	0	145360	685	1810900408	0	145360	9783	1810891310	1	145359	3637	1810897456	0	145360	1898	1810899195	5	145355	22989	1810878104	5	145355	18131	1810882962	2	145358	15254	1810885839	0.988075907162781	15.1335077038966	15.1335077038966	0.000100169505739545	0.00034125029163534
chr14	103561961	103685924	+	AL139300.1	14	62834	3	123960	19745	1810902745	0	123963	5283	1810917207	0	123963	685	1810921805	2	123961	9781	1810912709	1	123962	3637	1810918853	0	123963	1898	1810920592	5	123958	22989	1810899501	3	123960	18133	1810904357	5	123958	15251	1810907239	1.04721530794808	15.1271556522697	15.1271556522697	0.000100507096297386	0.000342236673559563
chr2	68466584	68580162	+	APLF	2	10282	6	113572	19742	1810913133	1	113577	5282	1810927593	0	113578	685	1810932190	3	113575	9780	1810923095	0	113578	3638	1810929237	0	113578	1898	1810930977	5	113573	22989	1810909886	1	113577	18135	1810914740	2	113576	15254	1810917621	1.08063762495502	15.1189671512693	15.1189671512693	0.000100943978048051	0.000343669531381886
chr16	1751558	1753262	-	AL031717.1	16	66653	0	1704	19748	1811025001	0	1704	5283	1811039466	0	1704	685	1811044064	0	1704	9783	1811034966	0	1704	3638	1811041111	0	1704	1898	1811042851	1	1703	22993	1811021756	1	1703	18135	1811026614	1	1703	15255	1811029494	3.48853165818123	15.1136520006694	15.1136520006694	0.000101228580069224	0.000344583570230859
chr1	155169408	155188272	-	AL713999.1	1	5315	1	18863	19747	1811007842	0	18864	5283	1811022306	0	18864	685	1811026904	1	18863	9782	1811017807	1	18863	3637	1811023952	0	18864	1898	1811025691	1	18863	22993	1811004596	3	18861	18133	1811009456	0	18864	15256	1811012333	1.93138095212938	15.0679584243335	15.0679584243335	0.000103708816691306	0.000352913885370781
chr17	2212696	2214414	+	AC090617.2	17	70577	0	1718	19748	1811024987	0	1718	5283	1811039452	0	1718	685	1811044050	0	1718	9783	1811034952	0	1718	3638	1811041097	0	1718	1898	1811042837	1	1717	22993	1811021742	1	1717	18135	1811026600	1	1717	15255	1811029480	3.4803471567982	15.0660576703958	15.0660576703958	0.000103813303928613	0.000353213195070488
chr16	30477179	30490353	-	AC116348.5	16	68269	3	13171	19745	1811013534	1	13173	5282	1811027997	0	13174	685	1811032594	0	13174	9783	1811023496	0	13174	3638	1811029641	0	13174	1898	1811031381	1	13173	22993	1811010286	1	13173	18135	1811015144	0	13174	15256	1811018023	2.13624563937064	15.0515191322193	15.0515191322193	0.000104616021064374	0.000355717778816436
chr1	53921560	53946929	-	HSPB11	1	2766	0	25369	19748	1811001336	0	25369	5283	1811015801	0	25369	685	1811020399	1	25368	9782	1811011302	0	25369	3638	1811017446	0	25369	1898	1811019186	3	25366	22991	1810998093	3	25366	18133	1811002951	1	25368	15255	1811005829	1.76863819152938	15.0265477597713	15.0265477597713	0.000106009373976423	0.000360111652425157
chr17	78174829	78188038	-	TK1	17	75061	1	13208	19747	1811013497	0	13209	5283	1811027961	0	13209	685	1811032559	1	13208	9782	1811023462	0	13209	3638	1811029606	0	13209	1898	1811031346	1	13208	22993	1811010251	1	13208	18135	1811015109	2	13207	15254	1811017990	2.13359222890194	15.0234451512806	15.0234451512806	0.000106183792809911	0.000360646813061415
chr22	30182817	30208195	-	AC002378.1	22	87297	1	25377	19747	1811001328	0	25378	5283	1811015792	0	25378	685	1811020390	2	25376	9781	1811011294	1	25377	3637	1811017438	0	25378	1898	1811019177	2	25376	22992	1810998083	1	25377	18135	1811002940	1	25377	15255	1811005820	1.7682835182615	15.0218396256678	15.0218396256678	0.000106274163751308	0.000360896385390049
chr12	6439282	6452519	-	CD27-AS1	12	53276	2	13235	19746	1811013470	0	13237	5283	1811027933	0	13237	685	1811032531	0	13237	9783	1811023433	0	13237	3638	1811029578	0	13237	1898	1811031318	2	13235	22992	1811010224	1	13236	18135	1811015081	1	13236	15255	1811017961	2.13147455003285	15.0010452875868	15.0010452875868	0.000107451641975453	0.000364547353777312
chr11	17086571	17170741	-	PIK3C2A	11	48641	0	84170	19748	1810942535	4	84166	5279	1810957004	0	84170	685	1810961598	2	84168	9781	1810952502	0	84170	3638	1810958645	0	84170	1898	1810960385	1	84169	22993	1810939290	7	84163	18129	1810944154	1	84169	15255	1810947028	1.19795565541171	14.9916685204953	14.9916685204953	0.000107986887741607	0.00036618883199094
chr2	48313681	48379295	+	FOXN2	2	9822	4	65610	19744	1810961095	2	65612	5281	1810975558	0	65614	685	1810980154	2	65612	9781	1810971058	0	65614	3638	1810977201	0	65614	1898	1810978941	4	65610	22990	1810957849	0	65614	18136	1810962703	1	65613	15255	1810965584	1.30389691408569	14.9584664287977	14.9584664287977	0.000109903800072919	0.000372570918000645
chr19	1598048	1606436	-	UQCR11	19	77636	2	8386	19746	1811018319	0	8388	5283	1811032782	0	8388	685	1811037380	0	8388	9783	1811028282	0	8388	3638	1811034427	0	8388	1898	1811036167	2	8386	22992	1811015073	1	8387	18135	1811019930	0	8388	15256	1811022809	2.40538011473756	14.9555371985771	14.9555371985771	0.000110074553593353	0.000373090575290162
chr8	144876950	144902461	-	ZNF250	8	40932	3	25508	19745	1811001197	0	25511	5283	1811015659	0	25511	685	1811020257	0	25511	9783	1811011159	0	25511	3638	1811017304	0	25511	1898	1811019044	1	25510	22993	1810997949	4	25507	18132	1811002810	0	25511	15256	1811005686	1.76305615384259	14.9525131159462	14.9525131159462	0.000110251116475557	0.000373629755072677
chr16	2910998	2951199	+	FLYWCH1	16	66894	0	40201	19748	1810986504	1	40200	5282	1811000970	0	40201	685	1811005567	2	40199	9781	1810996471	0	40201	3638	1811002614	0	40201	1898	1811004354	1	40200	22993	1810983259	2	40199	18134	1810988118	4	40197	15252	1810991000	1.53142050075747	14.9521233788691	14.9521233788691	0.00011027389223528	0.000373647677670666
chr12	7729441	7748505	-	CLEC4C	12	53475	3	19061	19745	1811007644	0	19064	5283	1811022106	0	19064	685	1811026704	1	19063	9782	1811017607	0	19064	3638	1811023751	1	19063	1897	1811025492	1	19063	22993	1811004396	0	19064	18136	1811009253	1	19063	15255	1811012134	1.92083387510628	14.9418208347633	14.9418208347633	0.00011087768059137	0.000375574413632817
chr17	63549499	63589785	+	DCAF7	17	74215	3	40283	19745	1810986422	0	40286	5283	1811000884	0	40286	685	1811005482	1	40285	9782	1810996385	0	40286	3638	1811002529	0	40286	1898	1811004269	3	40283	22991	1810983176	1	40285	18135	1810988032	2	40284	15254	1810990913	1.5293082377875	14.9190238090232	14.9190238090232	0.000112225571963664	0.000379778871737032
chr2	26033083	26137454	+	RAB10	2	9101	4	104367	19744	1810922338	0	104371	5283	1810936799	0	104371	685	1810941397	3	104368	9780	1810932302	0	104371	3638	1810938444	0	104371	1898	1810940184	4	104367	22990	1810919092	3	104368	18133	1810923949	3	104368	15253	1810926829	1.10801263844339	14.8982133120298	14.8982133120298	0.000113470403774518	0.000383748356671436
chr14	91965990	92041059	-	TRIP11	14	62193	1	75068	19747	1810951637	0	75069	5283	1810966101	0	75069	685	1810970699	0	75069	9783	1810961601	2	75067	3636	1810967748	0	75069	1898	1810969486	3	75066	22991	1810948393	4	75065	18132	1810953252	4	75065	15252	1810956132	1.24338962733034	14.8890362861566	14.8890362861566	0.000114023757351811	0.000385497725211416
chr8	24293068	24359014	+	ADAM28	8	38013	4	65942	19744	1810960763	1	65945	5282	1810975225	0	65946	685	1810979822	1	65945	9782	1810970725	0	65946	3638	1810976869	1	65945	1897	1810978610	2	65944	22992	1810957515	3	65943	18133	1810962374	1	65945	15255	1810965252	1.29884944675174	14.8629534156062	14.8629534156062	0.000115611370682944	0.000390617988200897
chr6	30907241	30926459	+	AL669830.2	6	29486	2	19216	19746	1811007489	0	19218	5283	1811021952	0	19218	685	1811026550	1	19217	9782	1811017453	1	19217	3637	1811023598	0	19218	1898	1811025337	1	19217	22993	1811004242	1	19217	18135	1811009100	1	19217	15255	1811011980	1.91278777064133	14.845747994259	14.845747994259	0.00011667079224531	0.00039407284506885
chr19	52801380	52858600	-	ZNF28	19	81975	3	57217	19745	1810969488	0	57220	5283	1810983950	1	57219	684	1810988549	2	57218	9781	1810979452	0	57220	3638	1810985595	0	57220	1898	1810987335	3	57217	22991	1810966242	0	57220	18136	1810971097	3	57217	15253	1810973980	1.36073587037402	14.8119679875672	14.8119679875672	0.000118779305199768	0.000400687940354189
chr17	59952239	59965740	-	RNFT1	17	74085	0	13501	19748	1811013204	0	13501	5283	1811027669	0	13501	685	1811032267	0	13501	9783	1811023169	1	13500	3637	1811029315	0	13501	1898	1811031054	2	13499	22992	1811009960	2	13499	18134	1811014818	1	13500	15255	1811017697	2.11172529143416	14.7924634451047	14.7924634451047	0.000120014183453532	0.000404661994295663
chr17	7548098	7561601	+	TNFSF12-TNFSF13	17	71077	1	13502	19747	1811013203	0	13503	5283	1811027667	0	13503	685	1811032265	1	13502	9782	1811023168	0	13503	3638	1811029312	0	13503	1898	1811031052	1	13502	22993	1811009957	1	13502	18135	1811014815	2	13501	15254	1811017696	2.1115771525478	14.7909014751203	14.7909014751203	0.000120113632572472	0.000404933415458505
chr12	6723297	6731842	+	COPS7A	12	53362	1	8544	19747	1811018161	0	8545	5283	1811032625	0	8545	685	1811037223	1	8544	9782	1811028126	0	8545	3638	1811034270	0	8545	1898	1811036010	1	8544	22993	1811014915	1	8544	18135	1811019773	1	8544	15255	1811022653	2.38683422621499	14.7869805423543	14.7869805423543	0.00012036364020418	0.000405712241716786
